filename,style
AF00TN101,9
AFA1CA801,9
AFA1CA802,9
AFA1CA803,6
AFA1CA804,15
AFA1CA805,3
AFA1CA806,9
AFA1CT101,9
AFA1JK101,6
AFA1JP201,9
AFA1JP202,5
AFA1JP203,9
AFA1JP204,9
AFA1JP205,6
AFA1KN801,9
AFA1KN802,9
AFA1OP801,9
AFA1OP802,9
AFA1OP803,15
AFA1OP804,9
AFA1OP805,22
AFA1PT201,6
AFA1TS101,9
AFA1TS102,22
AFA1TS103,9
AFA1TS801,6
AFA1TS802,15
AFA1TS803,22
AFA1TS804,9
AFA1TS805,9
AFA1VT101,9
AFA1VT102,10
AFA1VT801,22
AFA1WS101,2
AFA1WS102,9
AFA1WS103,5
AFA1WS104,9
AFA1WS201,9
AFA1WS202,9
AFA1WS801,9
AFA2BL101,9
AFA2BL301,9
AFA2BL302,15
AFA2BL303,9
AFA2BL304,9
AFA2BL305,9
AFA2BL306,9
AFA2BL307,1
AFA2BL3072,22
AFA2BL308,5
AFA2BL3082,22
AFA2BL309,8
AFA2BL310,2
AFA2BL311,2
AFA2BL312,9
AFA2BL313,9
AFA2BL314,9
AFA2BL3142,8
AFA2BL315,5
AFA2BL316,22
AFA2BL317,9
AFA2BL318,9
AFA2BL319,9
AFA2BL320,5
AFA2BL321,5
AFA2BL322,1
AFA2BL323,2
AFA2BL324,1
AFA2BL325,2
AFA2BL326,9
AFA2BL327,9
AFA2BL328,22
AFA2BL701,9
AFA2BL702,9
AFA2BL703,9
AFA2BL704,20
AFA2BL705,10
AFA2BL706,9
AFA2BL707,2
AFA2BL708,2
AFA2BL709,15
AFA2BL710,9
AFA2BL711,20
AFA2BL712,20
AFA2BL713,9
AFA2BL714,20
AFA2BL715,9
AFA2BL716,9
AFA2BL717,9
AFA2BL801,9
AFA2BL802,9
AFA2BL803,5
AFA2BL804,9
AFA2BL805,11
AFA2BL806,3
AFA2BL807,9
AFA2CA101,20
AFA2CA301,5
AFA2CA302,3
AFA2CA303,9
AFA2CA304,11
AFA2CA305,9
AFA2CA701,9
AFA2CA702,9
AFA2CA703,9
AFA2CA704,9
AFA2CA705,9
AFA2CA706,9
AFA2CA801,9
AFA2CA802,5
AFA2CA803,20
AFA2CA804,8
AFA2CA805,2
AFA2CA806,3
AFA2CA807,5
AFA2CA808,8
AFA2CA809,8
AFA2CA810,22
AFA2CA811,9
AFA2CA812,2
AFA2CA813,7
AFA2CA901,3
AFA2CA902,9
AFA2CA903,9
AFA2CA904,2
AFA2CT101,9
AFA2CT301,9
AFA2CT302,5
AFA2CT303,5
AFA2CT304,5
AFA2CT305,6
AFA2CT306,16
AFA2CT307,9
AFA2CT308,6
AFA2CT3082,9
AFA2CT309,9
AFA2CT310,9
AFA2CT311,9
AFA2CT701,9
AFA2CT801,20
AFA2CT802,9
AFA2CT803,2
AFA2CT804,9
AFA2CT805,3
AFA2CT901,9
AFA2CT902,6
AFA2CT903,9
AFA2DP301,9
AFA2DP302,9
AFA2DP303,9
AFA2DP304,9
AFA2DP305,9
AFA2DP801,9
AFA2DP8012,9
AFA2DP802,9
AFA2DP803,9
AFA2DP804,9
AFA2JK301,4
AFA2JK302,5
AFA2JK303,5
AFA2JK304,2
AFA2JK305,9
AFA2JK306,2
AFA2JK307,9
AFA2JK308,10
AFA2JK701,5
AFA2JK801,9
AFA2JK802,9
AFA2JK803,9
AFA2JK804,14
AFA2JK805,5
AFA2JK806,9
AFA2JK807,4
AFA2JK901,9
AFA2JP101,6
AFA2JP1012,9
AFA2JP301,9
AFA2JP302,9
AFA2JP303,5
AFA2JP304,9
AFA2JP305,6
AFA2JP701,9
AFA2JP702,9
AFA2JP703,6
AFA2JP801,9
AFA2JP802,5
AFA2JP803,3
AFA2JP804,5
AFA2JP805,9
AFA2JP806,9
AFA2JP807,9
AFA2JP808,9
AFA2JP809,9
AFA2JP810,11
AFA2JP811,9
AFA2JP812,5
AFA2JP813,9
AFA2JP814,9
AFA2JP815,9
AFA2JP816,2
AFA2JP817,6
AFA2JP818,9
AFA2JP819,14
AFA2JP820,9
AFA2KN001,3
AFA2KN301,3
AFA2KN302,2
AFA2KN303,20
AFA2KN304,9
AFA2KN701,9
AFA2KN702,9
AFA2KN703,9
AFA2KN801,9
AFA2KT301,9
AFA2KT302,9
AFA2KT3022,2
AFA2KT303,2
AFA2KT304,9
AFA2KT3042,3
AFA2KT305,5
AFA2KT306,2
AFA2KT701,15
AFA2KT702,9
AFA2KT703,9
AFA2KT704,9
AFA2KT705,2
AFA2KT706,9
AFA2KT707,22
AFA2KT708,9
AFA2KT709,9
AFA2KT710,9
AFA2KT711,9
AFA2KT712,9
AFA2KT713,9
AFA2KT714,2
AFA2KT715,10
AFA2KT716,9
AFA2KT717,9
AFA2KT718,9
AFA2KT719,20
AFA2KT720,9
AFA2KT721,15
AFA2KT722,9
AFA2KT723,11
AFA2KT724,9
AFA2KT726,9
AFA2KT727,9
AFA2KT728,5
AFA2KT729,20
AFA2KT730,9
AFA2KT801,2
AFA2KT802,9
AFA2KT803,2
AFA2KT804,8
AFA2KT805,8
AFA2KT806,5
AFA2KT807,3
AFA2KT808,9
AFA2KT809,9
AFA2KT810,9
AFA2KT811,9
AFA2KT812,2
AFA2KT901,9
AFA2KT902,9
AFA2KT903,2
AFA2KT904,9
AFA2KT905,9
AFA2LG301,5
AFA2LG302,8
AFA2LG901,9
AFA2OP301,9
AFA2OP302,9
AFA2OP303,5
AFA2OP304,8
AFA2OP305,9
AFA2OP306,16
AFA2OP307,5
AFA2OP308,9
AFA2OP309,11
AFA2OP310,9
AFA2OP311,2
AFA2OP312,5
AFA2OP313,2
AFA2OP314,2
AFA2OP315,2
AFA2OP316,9
AFA2OP317,2
AFA2OP318,22
AFA2OP319,3
AFA2OP320,1
AFA2OP321,6
AFA2OP322,9
AFA2OP323,9
AFA2OP701,1
AFA2OP801,5
AFA2OP802,5
AFA2OP901,9
AFA2OP902,15
AFA2OP903,9
AFA2OP904,3
AFA2OP905,9
AFA2PT101,9
AFA2PT102,9
AFA2PT103,9
AFA2PT301,9
AFA2PT302,5
AFA2PT303,9
AFA2PT304,8
AFA2PT305,5
AFA2PT306,8
AFA2PT307,9
AFA2PT308,9
AFA2PT309,9
AFA2PT310,8
AFA2PT311,9
AFA2PT312,9
AFA2PT313,9
AFA2PT701,9
AFA2PT801,9
AFA2PT802,9
AFA2PT803,8
AFA2PT804,20
AFA2PT805,8
AFA2PT806,8
AFA2PT901,9
AFA2PT902,9
AFA2PT903,9
AFA2PT904,9
AFA2SK301,9
AFA2SK302,9
AFA2SK303,20
AFA2SK304,9
AFA2ST301,9
AFA2ST302,9
AFA2ST303,2
AFA2ST304,9
AFA2ST305,9
AFA2ST701,10
AFA2ST702,9
AFA2ST703,9
AFA2ST704,9
AFA2ST901,9
AFA2ST902,6
AFA2TN301,9
AFA2TN302,3
AFA2TN303,9
AFA2TN901,9
AFA2TS101,9
AFA2TS102,9
AFA2TS103,9
AFA2TS104,9
AFA2TS301,9
AFA2TS302,9
AFA2TS303,9
AFA2TS304,9
AFA2TS305,9
AFA2TS306,9
AFA2TS307,9
AFA2TS308,20
AFA2TS309,9
AFA2TS310,20
AFA2TS311,9
AFA2TS312,9
AFA2TS313,9
AFA2TS314,9
AFA2TS315,9
AFA2TS316,9
AFA2TS317,9
AFA2TS318,9
AFA2TS319,9
AFA2TS320,9
AFA2TS321,9
AFA2TS322,9
AFA2TS323,3
AFA2TS324,3
AFA2TS325,2
AFA2TS326,9
AFA2TS327,8
AFA2TS328,9
AFA2TS329,2
AFA2TS330,5
AFA2TS331,9
AFA2TS332,5
AFA2TS3322,2
AFA2TS333,2
AFA2TS334,9
AFA2TS335,9
AFA2TS336,2
AFA2TS337,2
AFA2TS338,2
AFA2TS339,9
AFA2TS340,2
AFA2TS341,9
AFA2TS342,9
AFA2TS343,9
AFA2TS344,9
AFA2TS345,9
AFA2TS346,9
AFA2TS701,6
AFA2TS702,9
AFA2TS703,9
AFA2TS704,9
AFA2TS705,22
AFA2TS706,9
AFA2TS707,9
AFA2TS708,9
AFA2TS709,9
AFA2TS710,9
AFA2TS711,9
AFA2TS712,9
AFA2TS801,2
AFA2TS901,9
AFA2TS902,20
AFA2TS903,9
AFA2TS904,9
AFA2TS905,9
AFA2TS906,9
AFA2TS907,9
AFA2TS908,9
AFA2TS909,9
AFA2TS910,9
AFA2TS911,9
AFA2VT301,9
AFA2VT302,15
AFA2VT303,5
AFA2VT304,5
AFA2VT305,9
AFA2VT306,9
AFA2VT307,9
AFA2VT308,2
AFA2VT309,5
AFA2VT310,9
AFA2VT311,9
AFA2VT701,9
AFA2VT801,2
AFA2VT802,9
AFA2VT803,5
AFA2VT804,3
AFA2VT805,9
AFA2VT806,9
AFA2VT807,8
AFA2VT808,9
AFA2VT809,6
AFA2VT810,5
AFA2VT811,5
AFA2VT901,17
AFA2VT902,9
AFA2VT903,9
AFA2VT904,9
AFA2WS301,9
AFA2WS302,10
