filename,style
AJA3BL001,9
AJA3BL002,2
AJA3CA001,15
AJA3CT001,9
AJA3JK001,9
AJA3JK002,9
AJA3JK003,9
AJA3JP001,9
AJA3JP002,9
AJA3JP003,9
AJA3JP004,9
AJA3JP005,9
AJA3JP006,9
AJA3JP007,9
AJA3JP008,9
AJA3JP009,9
AJA3KT001,2
AJA3KT002,15
AJA3KT003,9
AJA3KT004,9
AJA3KT005,9
AJA3KT006,9
AJA3OP001,9
AJA3PT001,9
AJA3PT002,9
AJA3PT003,9
AJA3PT004,9
AJA3PT005,9
AJA3PT006,9
AJA3PT007,3
AJA3PT008,9
AJA3PT009,9
AJA3SK001,5
AJA3TS001,9
AJA3TS002,20
AJA3TS003,9
AJA3TS004,6
AJA3TS005,8
AJA3TS006,9
AJA3TS007,9
AJA3TS008,2
AJA3TS009,9
AJA3TS010,15
AJA3VT001,9
AJA3VT002,9
AJA3VT003,9
AJA3VT004,16
AJA3VT005,5
AJA7CA001,9
AJA7CA002,9
AJA7CA003,1
AJA7CA004,9
AJA7CA005,9
AJA7CA006,15
AJA7CT001,15
AJA7JK004,9
AJA7JK005,9
AJA7JK006,9
AJA7KT001,9
AJA7KT004,9
AJA7KT005,9
AJA7KT006,9
AJA7KT008,9
AJA7KT009,9
AJA7KT010,9
AJA7KT011,11
AJA7KT012,9
AJA7KT013,9
AJA7KT014,9
AJA7KT015,17
AJA7KT016,9
AJA7KT017,9
AJB3BL001,9
AJB3BL002,9
AJB3BL003,10
AJB3BL004,9
AJB3BL005,5
AJB3BL006,15
AJB3BL007,9
AJB3BL008,9
AJB3BL009,22
AJB3BL010,9
AJB3BL011,22
AJB3CA001,3
AJB3CA002,3
AJB3CT001,16
AJB3CT002,9
AJB3CT003,9
AJB3CT004,9
AJB3DP001,9
AJB3DP002,9
AJB3DP003,9
AJB3DP004,9
AJB3DP005,9
AJB3JK001,5
AJB3JK002,4
AJB3JK003,15
AJB3JK004,9
AJB3JK005,9
AJB3JK006,9
AJB3JK007,9
AJB3JK008,9
AJB3JK009,9
AJB3JP001,9
AJB3JP002,9
AJB3JP003,9
AJB3JP004,9
AJB3JP005,9
AJB3JP006,10
AJB3JP007,9
AJB3KT001,9
AJB3KT002,17
AJB3KT003,9
AJB3KT004,22
AJB3KT005,9
AJB3KT006,9
AJB3KT007,17
AJB3KT008,9
AJB3KT009,9
AJB3KT010,20
AJB3KT011,17
AJB3KT012,9
AJB3KT013,9
AJB3KT014,9
AJB3KT015,9
AJB3KT016,20
AJB3KT017,9
AJB3KT018,12
AJB3KT019,17
AJB3KT020,9
AJB3KT021,9
AJB3KT022,9
AJB3KT023,9
AJB3KT024,9
AJB3KT025,9
AJB3KT026,9
AJB3KT027,9
AJB3KT028,9
AJB3KT029,20
AJB3KT030,17
AJB3KT031,17
AJB3KT032,8
AJB3OP001,9
AJB3OP002,9
AJB3OP003,20
AJB3OP004,15
AJB3OP005,9
AJB3OP006,9
AJB3OP007,9
AJB3PT001,9
AJB3PT002,9
AJB3PT003,9
AJB3PT004,9
AJB3PT005,9
AJB3PT006,9
AJB3PT007,9
AJB3PT008,9
AJB3PT009,9
AJB3PT010,9
AJB3PT011,9
AJB3PT012,9
AJB3PT013,9
AJB3PT014,9
AJB3PT015,9
AJB3PT016,9
AJB3PT017,9
AJB3PT018,9
AJB3PT019,9
AJB3PT020,9
AJB3PT021,9
AJB3PT022,9
AJB3PT023,9
AJB3SK001,9
AJB3SK002,9
AJB3ST001,9
AJB3ST002,9
AJB3TS001,9
AJB3TS002,9
AJB3TS003,9
AJB3TS004,9
AJB3TS005,9
AJB3TS006,9
AJB3TS007,9
AJB3TS008,9
AJB3TS009,9
AJB3TS010,9
AJB3TS011,9
AJB3TS012,9
AJB3TS013,3
AJB3TS014,9
AJB3TS015,9
AJB3TS016,9
AJB3TS017,9
AJB3TS018,9
AJB3TS019,2
AJB3TS020,9
AJB3TS021,15
AJB3TS022,1
AJB3TS023,9
AJB3TS024,6
AJB3TS025,9
AJB3TS026,9
AJB3TS027,9
AJB3TS028,9
AJB3TS029,9
AJB3VT001,10
AJB3VT002,16
AJB3VT003,9
AJB3VT004,9
AJB3VT005,9
AJB3VT006,9
AJB3WS001,9
AJB3WS002,9
AJB3WS003,9
AJB3WS004,9
AJB3WS005,9
AJB3WS006,6
AJB3WS007,9
AJB4JK001,9
AJB4JK002,9
AJB4JK003,9
AJB4TS001,9
AJB7BL001,1
AJB7BL002,5
AJB7BL003,9
AJB7BL004,9
AJB7BL005,15
AJB7BL006,9
AJB7BL007,9
AJB7BL008,9
AJB7BL009,16
AJB7BL010,22
AJB7CA001,16
AJB7CT001,9
AJB7JK001,9
AJB7JK002,9
AJB7JK003,9
AJB7JK004,9
AJB7JK005,9
AJB7JK007,9
AJB7JK008,9
AJB7JK009,6
AJB7JK010,9
AJB7JK011,9
AJB7JK012,9
AJB7JK013,9
AJB7JK014,5
